"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @shivani_pagare: As human I am sorry, humanity is dead<U+0001F614>
Rip humanity...
#humanityisdead #RIPHumanity 
#KeralaElephantMurder https://t.co…",FALSE,0,NA,2020-06-04 12:23:01,FALSE,NA,"1268518619618652161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ramsrams95422",94,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: While people outraged over the death of the pregnant Elephant &amp; rightly so, I can't help but wonder how no outrage is bei…",FALSE,0,NA,2020-06-04 12:22:59,FALSE,NA,"1268518609799671820",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosemarylane17",618,TRUE,FALSE,NA,NA
"RT @Deepaksingh8788: #justiceforvinayaki
She died a horrific, painful death....
Humanity also died....
#KeralaElephantMurder 
@ZeeNews 
@Ru…",FALSE,0,NA,2020-06-04 12:22:56,FALSE,NA,"1268518598903037952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ashokbi266",63,TRUE,FALSE,NA,NA
"RT @Naveen_Mishra_: #KeralaElephantMurder 
<U+0909><U+0928><U+094D><U+0939><U+0947><U+0902> <U+091A><U+093F><U+0915><U+0928> <U+0914><U+0930> <U+092E><U+0940><U+091F> <U+092C><U+0939><U+0941><U+0924> <U+092A><U+0938><U+0902><U+0926> <U+0939><U+0948>..
<U+092A><U+0930> <U+0935><U+094B> Animal Lover <U+092D><U+0940> <U+0939><U+0948><U+0001F602>
What a hypocrisy!
All animals are eq…",FALSE,0,NA,2020-06-04 12:22:52,FALSE,NA,"1268518582931066885",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dinabandhu69491",32,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: While people outraged over the death of the pregnant Elephant &amp; rightly so, I can't help but wonder how no outrage is bei…",FALSE,0,NA,2020-06-04 12:22:46,FALSE,NA,"1268518556892880901",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mann_feels",618,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: Bhakts even justified the death of migrant workers on railway tracks, victim-blaming them into asking ""why did they sleep…",FALSE,0,NA,2020-06-04 12:22:43,FALSE,NA,"1268518545773621249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShaikSameer128",13,TRUE,FALSE,NA,NA
"#KeralaElephantMurder shame on you kerala and on your litracy",FALSE,1,NA,2020-06-04 12:22:40,FALSE,NA,"1268518533442519047",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NARESHK78540924",0,FALSE,FALSE,NA,NA
"RT @priyankadeo: My eyes start tearing whenever I even think of this story. Glad its getting the attention it is online &amp; in politics. 
#Ke…",FALSE,0,NA,2020-06-04 12:22:39,FALSE,NA,"1268518525355909120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MunnaKu19883505",77,TRUE,FALSE,NA,NA
"The irony is non vegetarian people are concerned about that elephant incedent...Next time, when you have any animal… https://t.co/hc2OCJudXr",FALSE,1,NA,2020-06-04 12:22:30,TRUE,NA,"1268518489263931393",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","daxit_jivani",0,FALSE,FALSE,NA,NA
"RT @Sreenu47313538: And for the North Indian celebrities who all are more aggressive to respond for the thing happened in kerala, I had a q…",FALSE,0,NA,2020-06-04 12:22:28,FALSE,NA,"1268518480908697601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MadBoymegastar",5,TRUE,FALSE,NA,NA
"RT @iamfaizee_: #keralaelephant She was pregnant.
#safoorazargar She is pregnant..
One died, one in jail.
Both victim of Humanity.<U+0001F494>

Whole…",FALSE,0,NA,2020-06-04 12:22:24,FALSE,NA,"1268518464068567040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ayesha_kaur11",37,TRUE,FALSE,NA,NA
"RT @Newguru_Kotha: You have answer for everything in #BhagwatGita

#<U+0939><U+093F><U+0928><U+094D><U+0926><U+0942>_<U+0938><U+093E><U+092E><U+094D><U+0930><U+093E><U+091C><U+094D><U+092F>_<U+0926><U+093F><U+0935><U+0938>
#<U+091B><U+094D><U+0924><U+094D><U+0930><U+092A><U+0924><U+0940>_<U+0936><U+093F><U+0935><U+093E><U+091C><U+0940>_<U+092E><U+0939><U+093E><U+0930><U+093E><U+091C> 
#Shivrajyabhishek_Din
#H…",FALSE,0,NA,2020-06-04 12:22:20,FALSE,NA,"1268518448017145856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fahadyaseensha1",19,TRUE,FALSE,NA,NA
"RT @amara_zahid: Literacy level is highest but the humanity level is lowest.. 
#KeralaElephantMurder https://t.co/Rs8LoH4vy1",FALSE,0,NA,2020-06-04 12:22:19,FALSE,NA,"1268518444766461952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stooopeed",8,TRUE,FALSE,NA,NA
"RT @BeingNationali1: @truejainology If they shows us humanity then why some humans have problem to show it towards animals?

They are not t…",FALSE,0,NA,2020-06-04 12:22:14,FALSE,NA,"1268518421093691392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pandit_Ji_99",599,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: While people outraged over the death of the pregnant Elephant &amp; rightly so, I can't help but wonder how no outrage is bei…",FALSE,0,NA,2020-06-04 12:22:12,FALSE,NA,"1268518413736923136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soul_repeal",618,TRUE,FALSE,NA,NA
"RT @khushi_parmar: Same on us! Same on huminity
Shame on you @CMOKerala strict action must be taken on that people who did this cruelity @P…",FALSE,0,NA,2020-06-04 12:22:04,FALSE,NA,"1268518382061580290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","singhsushil76",3,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: While people outraged over the death of the pregnant Elephant &amp; rightly so, I can't help but wonder how no outrage is bei…",FALSE,0,NA,2020-06-04 12:22:03,FALSE,NA,"1268518376240041985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hussain40101672",618,TRUE,FALSE,NA,NA
"Killed by monsters &amp; now these monsters should be punished for their inhumane act.
#JusticeForVinayaki 
#RIPHumanity 
#KeralaElephantMurder",FALSE,1,NA,2020-06-04 12:22:01,FALSE,NA,"1268518366110679043",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shubham_kau",1,FALSE,FALSE,NA,NA
"RT @shafiparakkadav: Some hunters are killing an #animal in public. How they dare to do so...

@Manekagandhibjp, please take an immediate a…",FALSE,0,NA,2020-06-04 12:21:58,FALSE,NA,"1268518354085720064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Riyaspanayathi1",4,TRUE,FALSE,NA,NA
"RT @TilotiaHitesh: She died a horrific, painful death....
Humanity also died....
#KeralaElephantMurder https://t.co/PcdXqmuHh6",FALSE,0,NA,2020-06-04 12:21:57,FALSE,NA,"1268518351640223744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sunilku94598246",641,TRUE,FALSE,NA,NA
"RT @NakhareWali: Save elephants they are at extinction.

 #KeralaElephantMurder https://t.co/Ohm34iDR78",FALSE,0,NA,2020-06-04 12:21:57,FALSE,NA,"1268518349710987264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RocketSaiyyaa",14,TRUE,FALSE,NA,NA
"RT @bahardutt: where are all the politicians  when our elephant corridors are being siphoned for mega projects?  Is the media only going to…",FALSE,0,NA,2020-06-04 12:21:57,FALSE,NA,"1268518349077532672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jahfaljaseel",71,TRUE,FALSE,NA,NA
"i just can't understand how can someone hurt these innocent creatures, elephants are really friendly they believe i… https://t.co/ZWl28jkW2g",FALSE,3,NA,2020-06-04 12:21:51,TRUE,NA,"1268518327938281472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Obsessedsoul_",1,FALSE,FALSE,NA,NA
"RT @CongressFreeIN: This #Kerale Elephant incident is not about a place, it's about peope. And whoever has done it must be punished.

#Ista…",FALSE,0,NA,2020-06-04 12:21:51,FALSE,NA,"1268518323966230529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raguvaran54",1,TRUE,FALSE,NA,NA
"RT @NH_India: Two in custody for causing death of pregnant elephant 
#Kerala #KeralaElephantMurder 
https://t.co/M9m4da64wF",FALSE,0,NA,2020-06-04 12:21:50,FALSE,NA,"1268518321000976390",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Murtuza47008252",5,TRUE,FALSE,NA,NA
"#KeralaElephantMurder shame on you kerala and on your litracy.",FALSE,1,NA,2020-06-04 12:21:49,FALSE,NA,"1268518319058911233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sunilku94598246",0,FALSE,FALSE,NA,NA
"RT @NabiyaKhan11: Bhakts even justified the death of migrant workers on railway tracks, victim-blaming them into asking ""why did they sleep…",FALSE,0,NA,2020-06-04 12:21:47,FALSE,NA,"1268518308325789697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heilhitler1995",13,TRUE,FALSE,NA,NA
"Can someonetell me r these not animals ..?? #KeralaElephantMurder where https://t.co/sJuYUlpJEp",FALSE,4,NA,2020-06-04 12:21:46,FALSE,NA,"1268518306744602624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mahayogiashish",1,FALSE,FALSE,NA,NA
"RT @Aditya14S: We deserve corona..!!!
We deserve cyclones..!!!
We deserve earthquake.!!
We deserve to die..!!

So other animals can live an…",FALSE,0,NA,2020-06-04 12:21:46,FALSE,NA,"1268518303821168640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hinal090909",485,TRUE,FALSE,NA,NA
"Please don't talk about poor Elephant if you kill insects <U+0001F625>..... #humanityisdead #KeralaElephantMurder #Kerela #Elephant #humanity",FALSE,2,NA,2020-06-04 12:21:44,FALSE,NA,"1268518298649538562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Singh06Jaskaran",0,FALSE,FALSE,NA,NA
"RT @MediaScannerIn: #KeralaElephantMurder: No the incident didn’t take place in Malappuram and Elephant was not “fed” with pineapple stuffe…",FALSE,0,NA,2020-06-04 12:21:40,FALSE,NA,"1268518279963791366",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AltBrainhumour",63,TRUE,FALSE,NA,NA
"One man's actions don't define the entire community/state/country's sentiments. #KeralaElephantMurder #GeorgeLloyd",FALSE,1,NA,2020-06-04 12:21:40,FALSE,NA,"1268518278797815809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BigoAbinash",0,FALSE,FALSE,NA,NA
"RT @Sreenu47313538: And for the North Indian celebrities who all are more aggressive to respond for the thing happened in kerala, I had a q…",FALSE,0,NA,2020-06-04 12:21:34,FALSE,NA,"1268518253891993600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamHero80152670",5,TRUE,FALSE,NA,NA
"RT @shivani_pagare: As human I am sorry, humanity is dead<U+0001F614>
Rip humanity...
#humanityisdead #RIPHumanity 
#KeralaElephantMurder https://t.co…",FALSE,0,NA,2020-06-04 12:21:32,FALSE,NA,"1268518247634292737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jagdish2240",94,TRUE,FALSE,NA,NA
"RT @Bellari369: What has happened is sad and tragic. But please get your facts cleared, before expressing your opinion.

#StopSpreadingHate…",FALSE,0,NA,2020-06-04 12:21:30,FALSE,NA,"1268518238142398464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PrathyushKannu3",6,TRUE,FALSE,NA,NA
"RT @iArmySupporter: It’s intolerable. Finally! Humanity is dead. how can anyone be so cruel. <U+0001F62D>

Kerala Literacy Rate: 93.91%
Humanity : 0%…",FALSE,0,NA,2020-06-04 12:21:27,FALSE,NA,"1268518226947977216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaysukhpatel_",635,TRUE,FALSE,NA,NA
"RT @iArmySupporter: It’s intolerable. Finally! Humanity is dead. how can anyone be so cruel. <U+0001F62D>

Kerala Literacy Rate: 93.91%
Humanity : 0%…",FALSE,0,NA,2020-06-04 12:21:27,FALSE,NA,"1268518224448180225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ravindra450",635,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: The point is clear that they'll protest only when BJP is not even remotely linked to the incident, otherwise they'll come…",FALSE,0,NA,2020-06-04 12:21:25,FALSE,NA,"1268518217200238592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","logic_end",4,TRUE,FALSE,NA,NA
"RT @abhinav93348303: STOP SPREADING HATRED #Istandwithmalappuram #KeralaElephantMurder #elephantkerala",FALSE,0,NA,2020-06-04 12:21:23,FALSE,NA,"1268518208115363842",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","abhinav93348303",2,TRUE,FALSE,NA,NA
"RT @shynu_mash: One day you workship us as god,
the next day you kill us with nade !
Hard to believe you humans <U+0001F494>
#Saveelephants #Conceptar…",FALSE,0,NA,2020-06-04 12:21:22,FALSE,NA,"1268518205238247426",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","s_sumitkr",212,TRUE,FALSE,NA,NA
"@NabiyaKhan11 Again you started muslim https://t.co/GCpmrwo7ET elephant case you see minorities card.shame on you..… https://t.co/tNneju9x8D",FALSE,0,"NabiyaKhan11",2020-06-04 12:21:22,TRUE,"1268436110956527616","1268518204390899719","1035857282553114624","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","deepakdreams4u",0,FALSE,FALSE,NA,NA
"RT @yadvendra016: #justiceforvinayaki
She died a horrific, painful death....
Humanity also died....
#KeralaElephantMurder 
@ZeeNews 
@Rubik…",FALSE,0,NA,2020-06-04 12:21:22,FALSE,NA,"1268518203208003584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yadvendra016",2,TRUE,FALSE,NA,NA
"RT @TilotiaHitesh: She died a horrific, painful death....
Humanity also died....
#KeralaElephantMurder https://t.co/PcdXqmuHh6",FALSE,0,NA,2020-06-04 12:21:21,FALSE,NA,"1268518199018106881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ravindra450",641,TRUE,FALSE,NA,NA
"RT @ashokepandit: We r being punished by God and are under house arrest since last 3 months for constantly abusing nature. 
We continue to…",FALSE,0,NA,2020-06-04 12:21:20,FALSE,NA,"1268518194458714112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CS9887122757",490,TRUE,FALSE,NA,NA
"RT @kaamna_: Animal Eaters Don't have right to Condemn the Death of An #animal

#AnimalsLivesMatter Too
#KeralaElephantMurder https://t.co/…",FALSE,0,NA,2020-06-04 12:21:19,FALSE,NA,"1268518191308783616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kambie123",4,TRUE,FALSE,NA,NA
"RT @ipspankajnain: They not only killed the Mother and the baby ,,
They also killed the TRUST ON HUMANS  for ever 
Shameful #KeralaElephant…",FALSE,0,NA,2020-06-04 12:21:16,FALSE,NA,"1268518180680429569",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CS9887122757",1518,TRUE,FALSE,NA,NA
"RT @AamirShaikh_74: #KeralaElephantMurder
They not only killed the Mother and the baby ,,
They also killed the TRUST ON HUMANS  for ever 
S…",FALSE,0,NA,2020-06-04 12:21:16,FALSE,NA,"1268518177497141248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Syed22666058",1,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: Bhakts even justified the death of migrant workers on railway tracks, victim-blaming them into asking ""why did they sleep…",FALSE,0,NA,2020-06-04 12:21:15,FALSE,NA,"1268518174779043840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","logic_end",13,TRUE,FALSE,NA,NA
"RT @Pratyus_h: People who eats animal are now showing sympathy to animal..
What a way to show humanity <U+0001F44F><U+0001F44F>

#KeralaElephantMurder https://t.…",FALSE,0,NA,2020-06-04 12:21:14,FALSE,NA,"1268518170656215041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hinal090909",8,TRUE,FALSE,NA,NA
"RT @TilotiaHitesh: She died a horrific, painful death....
Humanity also died....
#KeralaElephantMurder https://t.co/PcdXqmuHh6",FALSE,0,NA,2020-06-04 12:21:12,FALSE,NA,"1268518162061983745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stooopeed",641,TRUE,FALSE,NA,NA
"RT @ashokepandit: We r being punished by God and are under house arrest since last 3 months for constantly abusing nature. 
We continue to…",FALSE,0,NA,2020-06-04 12:21:12,FALSE,NA,"1268518160858316800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M0ther0fDuckz",490,TRUE,FALSE,NA,NA
"Inhuman act . Shame. #KeralaElephantMurder",FALSE,3,NA,2020-06-04 12:21:10,FALSE,NA,"1268518153946103808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KinjalAminDesai",1,FALSE,FALSE,NA,NA
"RT @amara_zahid: Literacy level is highest but the humanity level is lowest.. 
#KeralaElephantMurder https://t.co/Rs8LoH4vy1",FALSE,0,NA,2020-06-04 12:21:08,FALSE,NA,"1268518145939120128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hinal090909",8,TRUE,FALSE,NA,NA
"RT @ashokepandit: We r being punished by God and are under house arrest since last 3 months for constantly abusing nature. 
We continue to…",FALSE,0,NA,2020-06-04 12:21:02,FALSE,NA,"1268518121649745920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aRMy99355765",490,TRUE,FALSE,NA,NA
"RT @goelgauravbjp: It happened at a place where literacy rate is 93.91% &amp; still this news finds mention on social media after 20 days.

Was…",FALSE,0,NA,2020-06-04 12:21:01,FALSE,NA,"1268518117346390017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SatnamS1995",8,TRUE,FALSE,NA,NA
"RT @Stellar_Hyd: Animal should not require our permission to live on earth. Animals were given the rights to be long before we arrived #Ker…",FALSE,0,NA,2020-06-04 12:20:56,FALSE,NA,"1268518096098209798",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","s_sumitkr",11,TRUE,FALSE,NA,NA
"RT @DeepanshiRana1: Sorry hathi meri sathi..
#KeralaElephantMurder
#ElephantDeath https://t.co/Wiguggb94I",FALSE,0,NA,2020-06-04 12:20:56,FALSE,NA,"1268518093640343552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PraveenAAP",4,TRUE,FALSE,NA,NA
"RT @NabiyaKhan11: Bhakts even justified the death of migrant workers on railway tracks, victim-blaming them into asking ""why did they sleep…",FALSE,0,NA,2020-06-04 12:20:53,FALSE,NA,"1268518084446318593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AsgherBiyabani",13,TRUE,FALSE,NA,NA
"RT @Newguru_Kotha: @Konjarla007 @bandisanjay_bjp @kishanreddybjp @TelanganaDGP @AmitShah He should be punished. No Mercy on him

#<U+0939><U+093F><U+0928><U+094D><U+0926><U+0942>_<U+0938><U+093E>…",FALSE,0,NA,2020-06-04 12:20:53,FALSE,NA,"1268518084270153728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princesurya799",10,TRUE,FALSE,NA,NA
"RT @BarwarRitu: Nothing is scarier than an Angry Mother Nature..Beware Humans!!!
     #KeralaElephantMurder https://t.co/qFlFjT6ReV",FALSE,0,NA,2020-06-04 12:20:47,FALSE,NA,"1268518055937814534",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","s_sumitkr",744,TRUE,FALSE,NA,NA
"Rahul Gandhi who happens to be MP from mallaypuram has not speaked a single word on the brutual killing only becaus… https://t.co/0JKuTMntQK",FALSE,1,NA,2020-06-04 12:20:44,TRUE,NA,"1268518043291795457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manhas_bhanu",0,FALSE,FALSE,NA,NA
"RT @abhinav93348303: STOP SPREADING HATRED #Istandwithmalappuram #KeralaElephantMurder #elephantkerala",FALSE,0,NA,2020-06-04 12:20:43,FALSE,NA,"1268518042536775680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raguvaran54",2,TRUE,FALSE,NA,NA
"RT @ipspankajnain: They not only killed the Mother and the baby ,,
They also killed the TRUST ON HUMANS  for ever 
Shameful #KeralaElephant…",FALSE,0,NA,2020-06-04 12:20:43,FALSE,NA,"1268518040695496706",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rajeev_rb_",1518,TRUE,FALSE,NA,NA
"RT @iArmySupporter: It’s intolerable. Finally! Humanity is dead. how can anyone be so cruel. <U+0001F62D>

Kerala Literacy Rate: 93.91%
Humanity : 0%…",FALSE,0,NA,2020-06-04 12:20:42,FALSE,NA,"1268518036841127937",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","s_sumitkr",635,TRUE,FALSE,NA,NA
"Is it entry of selfishness, greed and hatred responsible for disturbance on the Earth or lack of love, compassion,… https://t.co/4oPyaRB2S7",FALSE,1,NA,2020-06-04 12:20:41,TRUE,NA,"1268518031916859392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trufeeling1",1,FALSE,FALSE,NA,NA
"RT @ipspankajnain: They not only killed the Mother and the baby ,,
They also killed the TRUST ON HUMANS  for ever 
Shameful #KeralaElephant…",FALSE,0,NA,2020-06-04 12:20:39,FALSE,NA,"1268518024832847872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohmanemane019",1518,TRUE,FALSE,NA,NA
"RT @Deepaksingh8788: #justiceforvinayaki
She died a horrific, painful death....
Humanity also died....
#KeralaElephantMurder 
@ZeeNews 
@Ru…",FALSE,0,NA,2020-06-04 12:20:39,FALSE,NA,"1268518024564346882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Umeshku76180450",63,TRUE,FALSE,NA,NA
"RT @cv_srikanth: #KeralaElephantMurder An animal has killed a divine creature. Let's never say again ... Don't behave like an animal. Are w…",FALSE,0,NA,2020-06-04 12:20:38,FALSE,NA,"1268518021515161601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amitbharat1947",3,TRUE,FALSE,NA,NA
"RT @RonAmosAbraham1: You are proving yourself dumb every 3 days...
#MenakaGandhi 
#KeralaElephantMurder https://t.co/emLN3qZlP0",FALSE,0,NA,2020-06-04 12:20:37,FALSE,NA,"1268518017329217538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abu22aug",4,TRUE,FALSE,NA,NA
"RT @TilotiaHitesh: She died a horrific, painful death....
Humanity also died....
#KeralaElephantMurder https://t.co/PcdXqmuHh6",FALSE,0,NA,2020-06-04 12:20:36,FALSE,NA,"1268518013004898304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","s_sumitkr",641,TRUE,FALSE,NA,NA
"RT @krystledsouza: She was pregnant,She was hungry She died a horrific, painful death....
Humanity also died.  
.
#KeralaElephantMurder #an…",FALSE,0,NA,2020-06-04 12:20:36,FALSE,NA,"1268518012660916224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SakshiS52534710",30,TRUE,FALSE,NA,NA
"STOP SPREADING HATRED #Istandwithmalappuram #KeralaElephantMurder #elephantkerala",FALSE,0,NA,2020-06-04 12:20:35,FALSE,NA,"1268518008466505729",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","abhinav93348303",2,FALSE,FALSE,NA,NA
"RT @ipspankajnain: They not only killed the Mother and the baby ,,
They also killed the TRUST ON HUMANS  for ever 
Shameful #KeralaElephant…",FALSE,0,NA,2020-06-04 12:20:34,FALSE,NA,"1268518004624461824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aRMy99355765",1518,TRUE,FALSE,NA,NA
"They not only killed the Mother and the baby ,,
They also killed the TRUST ON HUMANS  for ever 
Shameful #Kerala… https://t.co/S7TmsJpO4L",FALSE,1,NA,2020-06-04 12:20:30,TRUE,NA,"1268517984923987975",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sriganeshsharm9",0,FALSE,FALSE,NA,NA
"So sad #KeralaElephantMurder",FALSE,0,NA,2020-06-04 12:20:28,FALSE,NA,"1268517976178716672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Praveenbrillia1",0,FALSE,FALSE,NA,NA
"RT @RadharamnDas: When Lord is banished from the throne of our hearts &amp; when values are lost:

Then #humanityisdead and #AnimalsRights don'…",FALSE,0,NA,2020-06-04 12:20:25,FALSE,NA,"1268517964380114945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cpsingh48",223,TRUE,FALSE,NA,NA
"#KeralaElephantMurder the people of kerala will always feels ashamed....now the literacy rate of kerala is zero by doing this blunder...",FALSE,0,NA,2020-06-04 12:20:22,FALSE,NA,"1268517953831567363",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himanshusngh274",0,FALSE,FALSE,NA,NA
"RT @NabiyaKhan11: Bhakts even justified the death of migrant workers on railway tracks, victim-blaming them into asking ""why did they sleep…",FALSE,0,NA,2020-06-04 12:20:21,FALSE,NA,"1268517949003804672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NotVicious_",13,TRUE,FALSE,NA,NA
"RT @ipspankajnain: They not only killed the Mother and the baby ,,
They also killed the TRUST ON HUMANS  for ever 
Shameful #KeralaElephant…",FALSE,0,NA,2020-06-04 12:20:20,FALSE,NA,"1268517943366713344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nationalistINDY",1518,TRUE,FALSE,NA,NA
